unique_event_ID,location_name,location_name_ar,geo_longitude,geo_latitude,geo_accuracy,date_time,event_summary,event_summary_ar,type_of_violation,weapons_used,sources,sources_ar,embedded_videos,youtube_id_video,url_links,photos,files,number_1: *RENAME*,number_2: *RENAME*,number_3: *RENAME*,number_4: *RENAME*,number_5: *RENAME*,tag_1: *RENAME*,tag_2: *RENAME*,tag_3: *RENAME*,tag_4: *RENAME*,tag_5: *RENAME*,boolean_1: *RENAME*,boolean_2: *RENAME*,boolean_3: *RENAME*,boolean_4: *RENAME*,boolean_5: *RENAME*,Column,Column2,Column3,Column4,media_available,COMMENTS / QUERIES
CW_1059,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,ضحايا مدنيين جراء القصف الكيماوي,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D9%87%D8%A7%D9%85%20%D8%A2%D8%AB%D8%A7%D8%B1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%20%D8%AF%D9%82%D8%A9%20%D8%B9%D8%A7%D9%84%D9%8A%D8%A9%20%D8%AC3-MWQBgh5eH7k.mp4,,https://www.youtube.com/user/wassemo87,,,,,,,,,,,,,,,,,,,,,,,
CW_1060,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,,اختناق شخص جراء القصف الكيماوي,Use of illegal weapons,,Muadamiyat al-Sham Coordinating Committee,تنسيقية مدينة معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/حالات%20اختناق%20جراء%20القصف%20بقذائف%20تسبب%20تضيق%20في%20التنفس%20معضمية%20الشام%2022%208%202013-3ilbpKnSWZQ.mp4,,https://www.youtube.com/user/kingtaloman/,,,,,,,,,,,,,,,,,,,,,,,
CW_1061,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,ضحايا الهجمات الكيماوية في معضمية الشام. رجل بالغ وطفل,Use of illegal weapons,,Muadamiyat al-Sham Coordinating Committee,تنسيقية مدينة معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000124.mp4,,https://www.youtube.com/user/kingtaloman/,,,,,,,,,,,,,,,,,,,,,,,
CW_1062,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,ضحايا القصف الكيماوي في معظمية الشام,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%81%D9%8A%D8%AF%D9%8A%D9%88%20%D9%84%D9%85%20%D9%8A%D8%AA%D9%85%20%D9%86%D8%B4%D8%B1%D9%87%20%D8%A8%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85-l10j1aMe50A.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg/featured,,,,,,,,,,,,,,,,,,,,,,,
CW_1063,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,,محاولة انقاذ طفل متأثر بالغازات الكيماوية,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%AD%D8%A7%D9%88%D9%84%D8%A9%20%D8%A7%D9%86%D8%B9%D8%A7%D8%B4%20%D8%B7%D9%81%D9%84%20%D9%85%D8%AA%D8%A3%D8%AB%D8%B1%D8%A7%20%D8%A8%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%20%D8%A7%D9%84%D8%A8%D8%A7%D8%B1%D8%AD%D8%A9%20%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%2022%208%202013-vWrlnU6Fp28.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1064,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,ضحايا الهجمات الكيماوية,Use of illegal weapons,,Muadamiyat al-Sham Coordinating Committee,تنسيقية مدينة معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%88%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D8%A7%D9%84%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D8%AA%D9%8A%20%D8%B1%D8%AA%D9%83%D8%A8%D8%AA%D9%87%D8%A7%20%D8%B9%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A3%D8%B3%D8%AF%20%D8%A8%D9%82%D8%B5%D9%81%D9%87%D8%A7%20%D9%84%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%A8%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D8%AD%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A21%2008%202-BiP4ypX_6T8.mp4,,https://www.youtube.com/user/kingtaloman,,,,,,,,,,,,,,,,,,,,,,,
CW_1065,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,انتشار جثث الضحايا و الاصابات في شوارع معضمية الشام,Use of illegal weapons,,Muadamiyat al-Sham Coordinating Committee,تنسيقية مدينة معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A5%D9%86%D8%AA%D8%B4%D8%A7%D8%B1%20%D8%AC%D8%AB%D8%AB%20%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D9%88%D8%A7%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%81%D9%8A%20%D8%B4%D9%88%D8%A7%D8%B1%D8%B9%20%20%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A%D8%A9%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D9%82%D8%B5%D9%81%D9%87%D8%A7%20%D8%A8%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%2021%2008%20201-mSzrPZ4Obw0.mp4,,https://www.youtube.com/user/kingtaloman,,,,,,,,,,,,,,,,,,,,,,,
CW_1066,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,,اسعاف المصابين بالغازات السامة,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1%20%D8%AA%D9%88%D8%A7%D9%81%D8%AF%20%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A5%D8%AE%D8%AA%D9%86%D8%A7%D9%82%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D9%85%D8%B4%D9%81%D9%89%20%D8%A8%D8%B9%D8%AF%20%D9%8A%D9%88%D9%85%20%D9%85%D9%86%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%2022%208%202013-nOxOfNjV3iQ.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1067,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,معضمية الشام افيديو الأولي للإصابات في صفوف المدنيين بالأسلحة الكيماوية,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A7%D9%81%D9%8A%D8%AF%D9%8A%D9%88%20%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%8A%20%D9%84%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%81%D9%8A%20%D8%B5%D9%81%D9%88%D9%81%20%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A%D9%8A%D9%86%20%D8%A8%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%2021%208%202013-Da_UizjNUz4.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1068,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,اسعاف المصابين في المشفى الميداني,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A7%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AA%D9%8A%20%D8%AA%D9%88%D8%A7%D9%81%D8%AF%D8%AA%20%D8%B9%D9%84%D9%89%20%D8%A7%D9%84%D9%85%D8%B4%D9%81%D9%89%20%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%2022%208%202013-8Vocsknjnco.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1069,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,الاصابات في صفوف الاهالي جراء استهداف المدينة بلمواد الكيميائية,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%81%D9%8A%20%D8%B5%D9%81%D9%88%D9%81%20%D8%A7%D9%84%D8%A7%D9%87%D8%A7%D9%84%D9%8A%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81%20%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%A8%D9%84%D9%85%D9%88%D8%A7%D8%AF%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D9%8A%D8%A7%D8%A6%D9%8A%D8%A9%2021%208%202013-HxSVEK3Wtp8.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1070,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,,توافد الاصابات جراء القصف بالأسلحة الكيماوية,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%AA%D9%88%D8%A7%D9%81%D8%AF%20%D8%A7%D9%84%D9%85%D8%B2%D9%8A%D8%AF%20%D9%85%D9%86%20%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D9%88%D8%A7%D9%84%D8%AC%D8%B1%D8%AD%D9%89%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%20%2021%208%202013-fhJ6L80WRTs.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1071,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,,مقابلة مع احد الناجين من القصف الكيماوي,Use of illegal weapons,,Muadamiyat al-Sham Media Center,المكتب الإعلامي في معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%20%D8%B4%D9%87%D8%A7%D8%AF%D8%A9%20%D8%A7%D8%AD%D8%AF%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%AD%D9%88%D9%84%20%D9%85%D8%AC%D8%B2%D8%B1%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D9%8A%D8%A7%D8%A6%D9%8A%20%D9%85%D8%B9%20%D8%A7%D9%84%D9%86%D8%A7%D8%B4%D8%B7%20%D9%85%D8%B1%D8%A7%D8%AF%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%8A%2022%208%202013-7FyA58LpDYw.mp4,,https://www.youtube.com/channel/UCdaVfJ7B4oOQeYiTB7Zb9Pg,,,,,,,,,,,,,,,,,,,,,,,
CW_1072,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,The video shows a victim of the chemical attack happened in Muadamiyat Al-sham,رجل يحتضر جراء اصابته بالغازات الكيماوية في معضمية الشام,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000132.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,
CW_1073,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,The video shows victims of the chemical attack happened in Muadamiyat Al-sham. Names of dead people are shown in the video. ,ضحايا القصف بالغازات الكيماوية في معضمية الشام. أسماء الضحايا تظهر في الفيديو ,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000133.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,names of dead are on the video
CW_1074,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,The video shows children and adults victims as a result of the chemical attack happened in Muadamiyat Al-sham .,يظهر الفيديو ضحايا أطفال، وشبان بسبب تعرضعم للغازات السامة نتيجة القصف الكيماوي على معضمية الشام,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000134.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,
CW_1075,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,The video shows doctors trying to rescue a child who was infected by the chemical attack happened in Muadamiyat Al-sham.,محاولة إنقاذ طفل أصيب بالغازات الكيماوية في معضمية الشام,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000135.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,
CW_1076,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,The video shows doctors trying to rescue a man who was infected by the chemical attack happened in Muadamiyat Al-sham.,محاولة إنقاذ شاب أصيب بالغازات الكيماوية في معضمية الشام,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000136.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,
CW_1077,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/21/13 12:00 AM,Victims of the chemical attack happened in Muadamiyat Al-sham.,يظهر الفيديو ضحايا الغازات السامة نتيجة القصف الكيماوي على معضمية الشام,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000137.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,
CW_1078,Muadamiyat al-Sham,معضمية الشام,36.193042,33.461233,APPROXIMATE,08/22/13 12:00 AM,The video shows a child who is infected as a result of the chemical attack happened in Damascus Countryside - Muadamiyat Al-sham.,إصابة طفلة بالغازات الكيماوية نتيجة القصف الكيماوي على معضمية الشام,Use of illegal weapons,,Muadamiyah Popular Council,المجلس المحلي معضمية الشام,https://files.syrianarchive.org/chemicalweapons/Damascus%20Countryside/T000000138.mp4,,https://www.youtube.com/user/wassemo87/,,,,,,,,,,,,,,,,,,,,,,,
